Count_GFP_objects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05IdentifyPrimaryObjects,ExecutionTime_06MeasureObjectIntensity,ExecutionTime_07MeasureImageIntensity,FileName_GFP,Frame_GFP,Group_Index,Group_Number,Height_GFP,ImageNumber,Intensity_LowerQuartileIntensity_GFP_GFP_objects,Intensity_MADIntensity_GFP_GFP_objects,Intensity_MaxIntensity_GFP_GFP_objects,Intensity_MeanIntensity_GFP_GFP_objects,Intensity_MedianIntensity_GFP_GFP_objects,Intensity_MinIntensity_GFP_GFP_objects,Intensity_PercentMaximal_GFP_GFP_objects,Intensity_StdIntensity_GFP_GFP_objects,Intensity_TotalArea_GFP_GFP_objects,Intensity_TotalIntensity_GFP_GFP_objects,Intensity_UpperQuartileIntensity_GFP_GFP_objects,MD5Digest_GFP,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05IdentifyPrimaryObjects,ModuleError_06MeasureObjectIntensity,ModuleError_07MeasureImageIntensity,PathName_GFP,Scaling_GFP,Series_GFP,Threshold_FinalThreshold_GFP_objects,Threshold_OrigThreshold_GFP_objects,Threshold_SumOfEntropies_GFP_objects,Threshold_WeightedVariance_GFP_objects,URL_GFP,Width_GFP
222,0,0,0.9,0,3.23,0.11,0.01,MFGTMP_210724100003_M01f02d0.PNG,0,3,1,1104,3,0.105428398,0.015251391,0.24855421,0.123487991,0.119722284,0.054505225,1.549809382,0.032745387,12066,1490.0061,0.135721371,41b3cb09bd87d9aeb318915193008f6f,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.072494138,0.066096389,-13.19236377,0.031691502,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M01f02d0.PNG,1104
229,0,0,0.89,0,3.19,0.11,0.01,MFGTMP_210724100003_M01f03d0.PNG,0,4,1,1104,4,0.101789117,0.030258648,0.24855421,0.136583646,0.12553598,0.06912337,2.903225806,0.04500295,9300,1270.2279,0.166678116,b82678d9001b4b33c731a9cce249c7b4,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.075474721,0.065640785,-13.26420286,0.037007474,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M01f03d0.PNG,1104
265,0,0,0.91,0,3.19,0.11,0.01,MFGTMP_210724100003_M02f00d0.PNG,0,5,1,1104,5,0.10237278,0.02888532,0.24856947,0.142604953,0.1264515,0.076432444,4.532602176,0.050354794,11671,1664.3424,0.171305403,c433b263d4d1102dfae4d0812286104f,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.080782401,0.065893518,-13.09975465,0.038328452,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M02f00d0.PNG,1104
190,0,0,0.92,0,3.19,0.11,0.01,MFGTMP_210724100003_M02f01d0.PNG,0,6,1,1104,6,0.102258332,0.024124518,0.24856947,0.13736872,0.120546274,0.07498284,1.591568986,0.048052993,9299,1277.3917,0.162073702,c65e39dd337482fc879cc2ed5ff778cc,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.079181584,0.065102392,-12.89716335,0.032219643,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M02f01d0.PNG,1104
193,0,0,0.29,0,3.16,0.1,0.01,MFGTMP_210724100003_M02f02d0.PNG,0,7,1,1104,7,0.103246354,0.027504377,0.24856947,0.134728496,0.12549019,0.068528265,1.11443327,0.042629518,7358,991.3323,0.159792483,f15f23924393b85d94e65c15336ab851,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.075780345,0.067119646,-13.17516458,0.029415114,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M02f02d0.PNG,1104
238,0,0,0.31,0,3.03,0.12,0.01,MFGTMP_210724100003_M02f03d0.PNG,0,8,1,1104,8,0.095819026,0.030472264,0.24856947,0.129560314,0.12504768,0.0648661,0.209089909,0.04063635,9087,1177.3146,0.156786457,66f5f641bfb791985824870933df7919,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.073552403,0.065508684,-13.33245221,0.035269765,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M02f03d0.PNG,1104
168,0,0,0.22,0,3.11,0.12,0.01,MFGTMP_210724100003_M03f00d0.PNG,0,9,1,1104,9,0.102986954,0.03595025,0.24856947,0.148516734,0.13292134,0.08314641,0.036452005,0.051865466,8230,1222.2927,0.186964974,c361ee25304e362cc80d2ffd48faccb9,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.087022394,0.065204787,-13.13292527,0.04187496,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M03f00d0.PNG,1104
303,0,0,0.45,0,3.05,0.11,0.01,MFGTMP_210724100003_M03f01d0.PNG,0,10,1,1104,10,0.090951398,0.023117423,0.24856947,0.122596387,0.11020066,0.06755169,0.098887515,0.041461404,12135,1487.7072,0.144205391,2ee8ba3d751b443ff135af4711107316,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.074622759,0.06411674,-12.7042413,0.036038427,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M03f01d0.PNG,1104
238,0,0,0.31,0,3.06,0.11,0.01,MFGTMP_210724100003_M03f02d0.PNG,0,11,1,1104,11,0.098023959,0.029320206,0.24856947,0.137081777,0.1214313,0.07188525,0.346373268,0.04995673,9816,1345.5947,0.165705353,7cf2ed6a4b160e7902fdab45a2fafb56,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.076409663,0.064252618,-13.07631089,0.034253142,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M03f02d0.PNG,1104
246,0,0,0.27,0,2.9,0.11,0.01,MFGTMP_210724100003_M03f03d0.PNG,0,12,1,1104,12,0.092950329,0.028534375,0.24856947,0.129797813,0.116151676,0.0639353,0.108613012,0.048537455,9207,1195.0485,0.154787518,e3a0f9abdfef73be48f3b04c792d9933,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071523187,0.063607423,-13.2673944,0.036771893,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M03f03d0.PNG,1104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
